ID,Section,Question,Option 1,Option 2,Option 3,Option 4,Ans(1-4),Translation,Explanation,Interval,Ease,Next_Review
620,220,"In order to apply for the dormitory, you need to ( ) your name, address, and telephone number on this form.",write off,give out,tell off,fill in,4,寮の申し込みをするには、この用紙にあなたの名前、住所、電話番号を記入していただく必要があります。,●fill in A/ fill A in 「A(氏名・職業など)を書き込む/A(書類・用紙など)に必要事項を記入する(= fill out A)」,0,2.5,
621,220,Please fill out this application form.,compose,compromise,complete,contain,3,この申込用紙に必要事項を記入してください。,●fill out A/ fill A out 「A(書類・用紙など)に必要事項を記入する」( = fill in A / complete A),0,2.5,
622,220,You are supposed to hand in the report by the end of this week.,complete,submit,acquire,read,2,あなたは今週末までにその報告書を提出することになっている。,●hand in A/hand A in 「Aを提出する」 (= submit A),0,2.5,
623,220,You should ( ) your assignment no later than Monday.,get along,see off,turn in,try on,3,月曜日までに宿題を提出しなさい。,●turn in A/turn A in 「Aを提出する」 (= submit A / hand in A [hand A in]),0,2.5,
624,220,He took back what he said previously.,persuaded,pretended,withdrew,established,3,彼は以前に言ったことを撤回した。,●take back A/take A back 「A (言葉など)を取り消す/撤回する」(= withdraw A),0,2.5,
625,220,"The book contained many hard words, and Ann could not make out what the writer meant.",understand,create,show,produce,1,その本はたくさんの難しい単語を含んでいたので、アンには作家の意図が理解できなかった。,●make out A / make A out 「Aを理解する」(=understand A/comprehend A),0,2.5,
626,220,Can you figure out this word?,hear,understand,imagine,calculate,2,この単語の意味がわかりますか。,●figure out A / figure A out 「Aを理解する」(= understand A / comprehend A / make out A / make A out),0,2.5,
627,220,The advertising department worked out a plan to increase company sales.,devised,solved,collapsed,broke,1,宣伝部は、会社の売り上げを伸ばすための計画を考え出した。,●work out A / work A out 「A(計画・理論など)を考え出す」(=devise A) work out A には「A(問題など)を(苦労して)解く」 (solve A) という意味もある。,0,2.5,
628,220,Margaret was asked to take on the additional work at the office.,confuse,undertake,stop,remove,2,マーガレットは職場で追加の仕事を引き受けるよう頼まれた。,●take on A / take A on 「A(仕事など)を引き受ける」(= undertake A / agree to do A),0,2.5,
629,220,We will have to take on someone to do his work while he is away.,dismiss,hide,remove,employ,4,私たちは、彼がいない間、彼の仕事をしてくれる人間を雇わなければならないだろう。,●take on A / take A on 「A(人)を雇う」(= hire A / employ A) take on Aは「A(性質・様相など)を帯びる/呈する」という意味もある。,0,2.5,
630,220,It took a whole day to put out the fire.,light,start,extinguish,cancel,3,火を消すのに丸1日かかった。,●put out A/ put A out 「A(火・照明など)を消す」(=extinguish A),0,2.5,
631,220,It is hard to keep up that kind of lifestyle.,destroy,maintain,analyze,hide,2,そのような生活スタイルを維持するのは大変だ。,●keep up A / keep A up 「Aを維持する」(=maintain A/continue A),0,2.5,
632,220,I usually call up for weather information before going out fishing.,see,telephone,watch,read,2,私はたいてい、釣りに出かける前に気象情報の確認の電話をする。,●call up (A) / call (A) up 「(Aに)電話する」(= (tele)phone (A)),0,2.5,
633,220,I will gladly back up your suggestion.,support,satisfy,supply,provide,1,あなたの提案をよろこんで支持しますよ。,●back up A / back A up 「Aを支持 [支援] する」(= support A),0,2.5,
634,220,The trip to Disney Land has been called off because of the weather.,postponed,designed,cancelled,planned,3,天候が原因で、ディズニーランドへ出かけるのは中止になった。,●call off A/call A off 「A(予定など)を中止する」 (=cancel A) put off A 「Aを延期する」 と call off A 「Aを中止する」は混同しやすいので、両者の違いをしっかり理解すること。,0,2.5,
635,220,"Within a few days, I managed to pick up a little French.",load,manage,do,learn,4,数日間で、私は多少のフランス語をなんとか習得した。,●pick up A / pick A up 「A(言葉・技術など)を習得する」(=learn A),0,2.5,
636,220,Would you ( ) me up at the station at six?,bring,pick,catch,take,2,6時に駅まで私を車で迎えに来てもらえますか。,●pick up A / pick A up 「A(人)を車で迎えに行く [来る]」 pick up A / pick A upには「Aを拾い [持ち] 上げる」という意味もある。,0,2.5,
637,220,Cathy picked out a good book to give to her brother as a graduation gift.,delivered,hid,published,selected,4,キャシーは卒業祝いとして兄[弟]にあげるのにぴったりの本を選んだ。,●pick out A / pick A out 「Aを選び出す」(= choose A / select A),0,2.5,
638,220,Please ( ) away your things when you've finished using them.,go,get,pass,put,4,使い終わったら、片付けてください。,●put away A / put A away 「Aを片付ける/元の場所へしまう」,0,2.5,
639,220,Every month I try to put away some money.,rescue,spend,save,make,3,毎月私はいくらかのお金を蓄えるよう努めている。,●put away A / put A away 「A(お金・時間・食物など)をとっておく/蓄える」(= save A),0,2.5,
640,220,John is a hard worker and he makes it a rule to put aside 20 percent of his income every month.,save,spend,send,score,1,ジョンは働き者で、毎月の収入の20パーセントを貯金するようにしている。,●put aside A / put A aside 「A(お金・時間・食物など)をとっておく/蓄える」(= save A),0,2.5,
641,220,I'm planning to set up a joint venture with them.,come over,establish,get out,make in,2,彼らと合弁の共同事業を設立するつもりだ。,●set up A / set A up 「A(会社・制度・施設など)を設立する」 (= establish A),0,2.5,
642,220,Charley made ( ) a very good excuse about why he was late for class.,in,up,off,away,2,チャーリーは、なぜ授業に遅刻したのかについて、とてもうまい言い訳をでっちあげた。,●make up A / make A up 「A(話・弁解・うそなど)をでっちあげる」 (= invent A),0,2.5,
643,221,The international community is ready to deal with serious issues.,discover,produce,handle,understand,3,国際社会は深刻な問題に対処する準備ができている。,●deal with A「A(問題など)に対処する/Aを処理する」 (= handle A),0,2.5,
644,221,Another issue to think about is how banks cope ( ) computer hackers.,in,at,with,to,3,考慮すべきもう一つの問題は、いかに銀行がコンピューターハッカーにうまく対処するかということだ。,●cope with A「A(問題など)にうまく対処する/Aをうまく処理する」,0,2.5,
645,221,Tooth decay often ( ) from eating sweets.,results,causes,is resulted,is caused,1,虫歯はしばしば甘いものを食べることから生じる。,●result from A「A(原因)から生じる」,0,2.5,
646,221,Lack of preparation and effort ( ) in a poor performance.,amounts,brings,causes,results,4,準備と努力が足りないと、成績不振に終わる。,●result in A「A(結果)に終わる」,0,2.5,
647,221,I wonder why you won't agree ( ) my plan.,for,in,of,to,4,どうしてあなたは僕の計画に同意してくれないのだろうか。,●agree to A 「A(提案・計画など)に同意する」 似たような表現に agree with A「A(人)と意見が一致する/A(意見・考え)に同意する」があるが、Aには「人・意見・考え」などを用いる。,0,2.5,
648,221,I'd better not eat fried oysters. Oily food does not ( ) with me.,taste,digest,satisfy,agree,4,私は、カキフライは食べない方がいい。油っぽいものは私の体には合わない。,●agree with A「(環境・気候・食べものが)A(人の体質・性格)に合う」,0,2.5,
649,221,Julie hit on the idea while they were discussing the problem.,discovered,suggested,opposed,supported,1,彼らがその問題について議論している中、ジュリーはその考えを思いついた。,●hit on [upon]A「A(考えなど)を思いつく」 (= come up with A) 本問は The idea occurred to Julie... と書きかえられる。occur to と異なり hit on は人を主語にすることに注意。,0,2.5,
650,221,The university does not ( ) of smoking on campus at all.,approve,consist,dispose,learn,1,その大学はキャンパス内での喫煙にはまったく賛成していない。,●approve of A 「Aに賛成する/Aを是認する」 (反意語: disapprove of A 「Aに反対する」),0,2.5,
651,221,You were foolish enough to part ( ) all your money on one night.,for,in,on,with,4,一晩でお金をすべて手放してしまうなんて、君は愚かだった。,●part with A 「Aを手放す/売り払う」,0,2.5,
652,221,There is too much noise for me to ( ) on my homework.,hold,lead,concentrate,count,3,騒々しすぎて、私は宿題に集中できない。,●concentrate on A「Aに(注意・努力を)集中する/専念する」,0,2.5,
653,221,Susan's savings will soon amount to one million yen.,look like,total,decrease to,exceed,2,スーザンの貯金はまもなく総計100万円になるだろう。,●amount to A 「(総計が)A(数・量・額)に達する」(= total A) amount to A[doing]には「結局A [･･･すること] になる」という意味もある。,0,2.5,
654,221,The student referred to the accident he had witnessed.,made,mentioned,passed,submitted,2,その学生は自分が目撃した事故に言及した。,●refer to A 「Aに言及する」 (= mention A/ speak about A) refer to A as B 「AをBと呼ぶ [言う]」という形でも用いられる。,0,2.5,
655,221,"Mr. Brown ( ) angrily at the class. ""Who has taken my homework folder?"" he shouted.",glimpsed,stared,viewed,watched,2,ブラウン先生は怒ってクラスの生徒たちをにらみつけた。彼は「誰が私の宿題のフォルダーを持っていったんだ！」と叫んだ。,●stare at A 「(驚いて・怒って)Aをじっと見つめる/にらみつける」,0,2.5,
656,221,My sister insisted ( ) the problem by myself.,me to solve,in solving,on my solving,to solve,3,姉は私自身で問題を解決するように要求した[解決しなさいと言った]。,●insist on A 「Aを要求する(= demand A) / A(事実)を主張する(=assert A)」 insist on A's doingで「Aが･･･するように要求する」という意味。本問は My sister insisted that I (should) solve the problem by myself. と書きかえられる。,0,2.5,
657,221,We had to do ( ) petrol during the fuel crisis.,into,to,with,without,4,燃料危機の間はガソリンなしですませなければならなかった。,●do without A 「Aなしですます/やっていく」 (=dispense with A),0,2.5,
658,221,Yoko has to dispense with her father's support.,put down,come across,do without,agree with,3,ヨウコは父親の援助なしでやっていかなくてはならない。,●dispense with A 「Aなしですます/やっていく」 (= do without A),0,2.5,
659,221,The sales manager stuck ( ) the original plan even though the market situation had changed.,to,on,up,for,1,営業部長は、市場の状況が変化したにもかかわらず、当初の計画に固執した。,●stick to A 「A(主義・決定など)を堅持する/Aに固執する」(=cling to A),0,2.5,
660,221,I happened to run across an old friend in town last week.,see off,find easily,meet by chance,hear of,3,先週私は町で古い友人に偶然出会った。,●run across A「A(人・物)に偶然出くわす」( = meet [find] A by chance / come across A),0,2.5,
661,221,Mary was walking down the street when she suddenly ran into Joan.,saw off,got over,looked into,met by chance,4,メアリーが通りを歩いていると、ばったりジョアンに出くわした。,●run into A 「A(人)に偶然出会う」(= meet A by chance/come[run] across A) run into A は「Aに衝突する(= crash into A)」という意味もある。,0,2.5,
662,221,Where did you come ( ) such a rare old photo?,across,about,to,TRUE,1,君はどこでそんなに珍しい古い写真を見つけたんだい。,●come across A 「A (人・物)に偶然出くわす」 (= meet [find] A by chance / run across A),0,2.5,
663,221,It never ( ) to her that graduate school would be so difficult.,happened,occurred,reminded,seemed,2,大学院がこんなに大変だとは彼女は思いもしなかった。,●occur to A 「(考えなどが)A(人)の心に浮かぶ」 It occurs to A that 節 [to do] 「･･･という [･･･する] ことがA(人)の心に浮かぶ」という形で頻出する。,0,2.5,
664,221,It ( ) on the circumstances whether they go on a strike.,appears,depends,differs,insists,2,彼らがストライキをするかどうかは状況次第だ。,●depend on [upon] A 「A次第である/Aによって決まる」 本問の It は形式主語、whether 節が真主語。,0,2.5,
665,221,Craft shops in many small villages ( ) tour buses to bring them customers.,take after,stand out,attend,rely on,4,多くの小さな村の民芸品店は、観光バスが客を連れてくるのを当てにしている。,●rely on [upon] A 「Aに頼る/当てにする」 (= depend on [upon] A) 本問は rely on [upon] A to do 「Aが･･･するのを当てにする」という形を用いている。,0,2.5,
666,221,"He's a reliable boss, so you can always count ( ) him.",by,on,out,to,2,彼は信頼できる上司なので、あなたはいつでも彼を頼りにできる。,●count on [upon] A 「Aに頼る/当てにする」(=depend on[upon] A /rely on[upon] A),0,2.5,
667,221,We live ( ) the very small income of our father.,with,in,on,for,3,私たちは父親の非常にわずかな収入で暮らしている。,●live on A 「A(少額のお金)で生活する」 live on Aには「A(食物)を常食にする」という意味もある。live on fish「魚を常食とする」,0,2.5,
668,221,She got ( ) her office half an hour late because of the traffic jam.,at,up,on,to,4,交通渋滞のため、彼女は30分遅れで職場に着いた。,●get to A 「A(場所)に到着する」(= arrive at A / reach A),0,2.5,
669,221,Mr. Kimura specialized ( ) commerce when he was in university.,at,in,for,on,2,木村さんは大学時代、商業を専攻していた。,●specialize in A 「A (学問) を専攻する/A(研究・商売など)を専門にする」(= major in A),0,2.5,
670,221,My cousin Bob majored ( ) French in college.,at,for,in,on,3,いとこのボブは大学でフランス語を専攻していた。,●major in A 「A(学問)を専攻する」(=specialize in A),0,2.5,
671,221,It is not always easy for some new students to ( ) to the busy life at university.,accustom,adapt,adopt,learn,2,新入生の中には、大学での多忙な生活になじむことが必ずしも簡単ではない人たちもいる。,●adapt to A 「A(環境など)に順応 [適応] する」 adapt A to B 「AをBに順応[適応]させる」、adapt A for B 「AをBに合うように変える」という形でも用いられる。,0,2.5,
672,221,Our students' accident added to the teachers' troubles.,led,demanded,increased,calculated,3,私たちの生徒たちが事故を起こし、教師たちの苦労が増えた。,●add to A 「Aを増やす」(=increase A) add A to B 「AをBに加える」という表現も頻出。,0,2.5,
673,221,"The doctor ( ) immediately after the car accident, and the victim survived.",could not get there,was lost,had been seen,was sent for,4,自動車事故の直後に医者が呼ばれ、その被害者は生き延びた。,●send for A 「(電話・手紙などで)A(人・助けなど)を呼ぶ/Aに来てくれるように頼む」 本問は受動態の A is sent for の形を用いている。,0,2.5,
674,221,Don't ask for money.,waste,request,think about,look after,2,お金を要求してはならない。,●ask for A 「A(助け・忠告・情報など)を求める」(= request A),0,2.5,
675,221,"The economy has high inflation, so the workers called for a salary increase.",decided,declared,demanded,demonstrated,3,経済が激しいインフレ状態なので、労働者たちは給料の増額を要求した。,●call for A「(公に)Aを要求する」(=demand A),0,2.5,
676,221,You must believe in your own abilities.,trade,train,transform,trust,4,あなたは自分自身の能力を信じなければなりません。,●believe in A 「A(人柄・能力など)を信用[信頼]する」(= trust A) believe in Aには「Aの存在 [正しさ]を信じる」という意味もある。,0,2.5,
677,221,"If anything goes wrong, I'll ( ) for the consequences.",call,answer,indict,long,2,万一の「もしもの」ときには私が責任を取ります。,●answer for A 「Aの責任を取る」 (=be responsible for A),0,2.5,
678,221,A lack of sleep is ( ) my health.,asking for,heating off,depriving of,telling on,4,睡眠不足が私の健康にこたえている。,●tell on A 「A(人)に悪影響が出る」(= have a harmful effect on A),0,2.5,
679,221,The chef used to see to a lot of dishes at dinner.,avoid,deal with,enjoy,look for,2,そのシェフは、かつて夕食時の多くの料理を担当していた。,●see to A 「Aを引き受ける/処理する」 (= deal with A) see (to it) that節「(必ず) ･･･するように取りはからう/気をつける」という表現も頻出する。,0,2.5,
680,221,"If you persist ( ) arriving late, I'm afraid I'll have to report it to the director.",for arriving,in arriving,of arriving,to arrive,2,あなたが遅刻を続けるなら、残念ながらそのことを部長に報告しなければなりません。,●persist in A/ doing 「A[･･･すること]に固執する/･･･し続ける(= continue to do)」,0,2.5,
681,221,"If a holiday ( ) on a Sunday, we usually get the next Monday off.",turns,falls,goes,sets,2,祝日が日曜日に当たれば、たいてい次の月曜日が休みになる。,●fall on A 「(休日・日程・行事などが)A(特定の日)に当たる」,0,2.5,
682,221,The famous actor died ( ) cancer.,by,in,of,out,3,その有名な俳優はガンで亡くなった。,●die of A 「Aが原因で死ぬ」(=die from A),0,2.5,
683,221,Simon succeeded ( ) starting the car.,on,in,for,to,2,サイモンはその車のエンジンをかけることに成功した。,●succeed in A / doing 「A[･･･すること]に成功する」 succeed (to) Aは「Aの後を継ぐ」(= follow A) という意味になる。,0,2.5,
684,221,Please refrain ( ) smoking.,at,for,from,on,3,喫煙はご遠慮ください。,●refrain from A / doing 「A(衝動など) [･･･すること]を差し控える」(= abstain from A),0,2.5,
685,221,She had better set about her work immediately.,stop,choose,decide,begin,4,彼女はすぐに自分の仕事にとりかかったほうがよい。,●set about A/doing 「A [･･･すること] にとりかかる」 (= begin A),0,2.5,
686,221,An old woman was run ( ) by a truck.,over,on,under,up,1,一人のおばあさんがトラックにひかれた。,●run over A 「(車などが)Aをひく/はねる」(= run down A) 受動態の A is run over (by a car) 「Aは(車に) ひかれる」という形で問われることが多い。,0,2.5,
687,221,It is necessary for him to get over his depression.,overcome,analyze,obtain,consult,1,うつ状態を乗り越えることが彼には必要だ。,●get over A 「A (障害・困難・不幸など)を克服する/乗り越える」 (= overcome A),0,2.5,
688,221,Would you like to ( ) your speech with me before you go to the conference?,take over,turn over,get over,go over,4,会議に向かう前に、演説の見直しをいっしょにしませんか。,●go over A 「A (せりふ・説明など)を読み返す/(繰り返し)見直す」 go over Aには「Aを入念に調べる(=examine A carefully)」という意味もある。,0,2.5,
689,222,I called on you last night but you were not in.,telephoned,visited,remembered,saw,2,昨夜あなたを訪ねたのですが、不在でした。,●call on A「A(人)を訪ねる」(= visit A) 注意: 「A(場所)を訪ねる」という場合は call at A (= visit A) を用いる。,0,2.5,
690,222,Please keep ( ) the grass when you play catch there.,up,off,in,from,2,そこでキャッチボールをするときは、芝生に入らないようにしてください。,●keep off A「Aに近づかない/Aから離れておく」 Keep off the grass. 「芝生立ち入り禁止」という表現で頻出する。,0,2.5,
691,222,The company went through a difficult time.,stopped,experienced,examined,heard,2,その会社は困難な時間を経験した。,●go through A 「A (苦しみ・困難など)を経験する」(=experience A / undergo A),0,2.5,
692,222,I'll have to ( ) the phone now. I'm out of time.,hang up,hang on,set about,make up,1,もう電話を切らないといけません。私にはもう時間がありません。,●hang up A「A(電話)を切る」 hang up だけでも「電話を切る」という意味になる。hang on「(電話を)切らずにそのままお待ちください(= Hold on.)」は電話での会話でよく使われる表現。,0,2.5,
693,222,I'll carry on my business there.,continue,convey,delay,transport,1,私はそこで自分の事業を続けるつもりだ。,●carry on A / doing 「A [･･･すること] を続ける」(=continue A),0,2.5,
694,222,He takes after his older brother.,cares,hates,likes,resembles,4,彼は兄に似ている。,●take after A 「A(親など)に(容姿・性質が)似ている」(= resemble A) resemble Aは「A(人・物・事)に似ている/類似点がある」(=be like A/ be similar to A) という意味。,0,2.5,
695,222,My sister would often stand by me when I was in trouble.,assist,comfort,prepare,support,4,私が困ったときは、よく姉(妹)が力になってくれたものだ。,●stand by A 「(困難な状況で)A(人)を支える/Aの力になる」(=support A) stand by Aには「A(約束など) を守る/A (信念など)を貫く」という意味もある。,0,2.5,
696,222,The white bird in this picture stands for peace.,guards,loves,represents,worships,3,この絵の中の白い鳥は平和を象徴している。,●stand for A 「Aを表す/象徴する」(= represent A),0,2.5,
697,222,My friend said that he would look ( ) my dog for me while I am away on vacation next week.,of,at,after,into,3,私が来週休暇でいない代わりに私の犬の世話をしてくれると友人が言った。,●look after A 「A(人)の世話をする/A(物・事)の面倒を見る」(= take care of A),0,2.5,
698,222,The police are looking ( ) the cause of the murder.,after,around,like,into,4,警察はその殺人事件の原因を調べているところだ。,●look into A 「Aを調査する/研究する」(= investigate A),0,2.5,
699,222,"I can't find my keys, can you help me ( ) them?",look after,look to,look at,look for,4,私の鍵が見つからないのです。探すのを手伝ってもらえませんか。,●look for A 「Aを探し求める」(=search for A) look to A for B 「A (人)にB (助けなど)を期待する/AのBを当てにする」,0,2.5,
700,222,The house was broken ( ) while the owner was on holiday.,away,into,out,with,2,家主が休暇で出かけている間にその家は泥棒に入られた。,●break into A 「A (建物など)に侵入する/押し入る」 本問は受動態の A is broken into の形を用いている。break into Aには「急にA(動作)を始める」(=suddenly start A) という意味もある。,0,2.5,
701,222,She waited on shoppers all day at the department store.,spoke to,served,showed,looked for,2,彼女は1日中デパートで買い物客の応対をした。,●wait on A「(店員が)A(客)に応対する」(=serve A) Have you been waited on? 「ご用をお伺いしていますか」は、店員が客に向かって使う慣用表現。,0,2.5,
702,222,How did you come by such a precious painting?,obtain,search,sell,create,1,こんな貴重な絵をどうやって手に入れたのですか。,●come by A「Aを手に入れる」 (= obtain A / get A),0,2.5,
703,222,My uncle is going to ( ) for governor in the election next fall.,run,walk,come,fly,1,私のおじは、来年の秋の選挙で知事に立候補するつもりだ。,●run for A 「A(役職など)に立候補する」 run for office 「(選挙に)出馬する」という表現も頻出する。,0,2.5,
704,222,"In conclusion, I want to thank all who have ( ) to our success.",applied,contributed,reported,enabled,2,最後に、私たちの成功に貢献してくださった方すべてに感謝したいと思います。,●contribute to A 「Aに貢献する/寄与する」 contribute to Aは 「A (結果)の一因になる」という意味でも用いる。,0,2.5,
705,222,You can pay ( ) your purchases at any of the cashiers.,up,by,for,with,3,買い物の支払いはどのレジでもできます。,●pay for A 「Aの代金を払う」,0,2.5,
706,222,When are you going to apply ( ) the job?,at,for,in,on,2,いつその仕事に応募するつもりですか。,●apply for A 「A (仕事・許可・援助など)を求める/申し込む」 apply A to B 「A(規則・理論など)をBに適用 [応用]する」、apply to A 「(規則などが)Aに当てはまる/適用される」という表現も覚えておこう。,0,2.5,
707,222,"The heavy rain forced us to spend the last night at a hotel. = Because of the heavy rain, we had to ( ) up at a hotel last night.",go,like,take,put,4,大雨のせいで、昨晩ホテルに宿泊せざるを得なかった。,●put up (at A)「(Aに)泊まる」(=stay (at A)),0,2.5,
708,222,"Computers may be very useful, but the problem is that mine breaks ( ) as often as my car does.",out,off,on,down,4,コンピューターはすごく便利かもしれないけれど、私のコンピューターは、私の車と同じでよく故障するのが問題だ。,●break down 「故障する/動かなくなる」,0,2.5,
709,222,"Before the meeting breaks ( ), I'd like to say something to you all.",out,off,on,up,4,会議が終わる前に、みなさんに言いたいことがあります。,●break up 「(会議・パーティーなどが)終わる/解散する」 break up には「(夫婦・友人関係などが)終わる」という意味もある。,0,2.5,
710,222,Unfortunately the murderer turned out to be my neighbor.,brought,managed,exploded,proved,4,残念ながら、殺人犯は私の隣人だと判明した。,●turn out (to be) A「(Aであると)判明する/分かる」 (=prove (to be) A),0,2.5,
711,222,I'm too tired to cook tonight. Why don't we eat ( ) somewhere?,out,on,beyond,up,1,今夜は私はとても疲れていて料理ができません。どこかで外食しませんか。,●eat out 「外食する」,0,2.5,
712,222,I stayed up until midnight to watch the TV show last night.,didn't go to bed,didn't mind the noise,kept silent,was in a rush,1,私はテレビ番組を見るために深夜まで起きていた。,●stay up 「(寝ないで)起きている」,0,2.5,
713,222,"Watch out! There's a motorbike about to pass us. ""Yes, I saw it coming, but thanks for warning me.""",Be careful!,Dangerous!,Be careless!,Take Attention!,1,「気をつけて！バイクが1台私たちのそばを通り過ぎようとしてますよ」「ええ、来るのが見えました。でも注意してくれてありがとう」,●watch out 「気をつける/警戒する」(= look out/be careful) watch (out) for A 「Aに気をつける/Aを警戒する」という表現も覚えておこう。,0,2.5,
714,222,I was introduced to the new boss yesterday. I can't say I ( ) him.,took on,took off,took to,took up,3,私は昨日新しい上司に紹介された。私は、彼が気に入ったとは言えない。,●take to A 「A(人・物)を好きになる」(= start to like A) take to doingは「習慣的に ･･･するようになる」という意味。,0,2.5,
715,222,"It started raining, so Kiyomi made ( ) the nearest shelter.",for,out,to,up,1,雨が降り始めたので、キヨミは雨宿りできそうな最も近い場所に向かった。,●make for A「Aに向かっていく」 (= head for A) make for Aには「A(結果)を生み出す」(=cause A) という意味もある。,0,2.5,
716,222,I don't care ( ) the expense. I just want the party to be a real success.,about,for,in,on,1,費用のことは気にしません。私はただパーティーを本当に成功させたいのです。,●care about A 「Aを気にする/心配する」,0,2.5,
717,222,It has become more difficult for families to ( ) for their elderly at home.,care,help,support,treat,1,家庭で家族が老人の世話をすることはより難しくなってしまった。,●care for A「Aの世話をする」(=take care of A / look after A),0,2.5,
718,222,"He is an old man, and he doesn't care for long trips.",like,worry about,take care of,look for,1,彼は高齢で、長旅は好まない。,●care for A「(通例否定文で) Aを好む」,0,2.5,
719,222,We couldn't account for the fact that she left without saying good-bye.,deny,explain,conceal,accept,2,彼女がさよならも告げずに去ってしまった事実は、私たちには説明がつかなかった。,●account for A 「Aの理由を説明する/Aの原因となる」(=explain A),0,2.5,
720,222,"Asian countries such as Japan, China and South Korea ( ) about 45% of the international students at the university in 2006.",made up for,sent for,accounted for,stood up for,3,日本、中国、韓国などのアジア諸国は、2006年のその大学における留学生のおよそ45パーセントを占めていた。,●account for A「A (割合・部分など)を占める」,0,2.5,
721,222,The plane will be ready to ( ) off in a few minutes.,hand,look,make,take,4,その飛行機はあと数分で離陸の準備が整う。,●take off 「離陸する」 (反意語: land 「着陸する」),0,2.5,
722,222,He was shocked to hear that his friend had passed away.,died,disappeared,left,retired,1,友人が亡くなったと聞いて、彼はショックを受けた。,●pass away 「(人が)亡くなる」(=die) pass awayはdie の婉曲表現。,0,2.5,
723,222,Try to keep up with the others in the group. Don't ( ).,hold over,leave behind,fall behind,carry over,3,グループ内の他の人たちについていくようにしなさい。遅れをとってはいけません。,●fall behind (A) 「(Aに)遅れをとる」,0,2.5,
724,222,His shoes ( ) quickly when he takes a walk every day.,put off,put on,wear out,wear on,3,彼は毎日散歩をするので、彼の靴はすぐにすり減る。,●wear out 「(靴などが)すり減る」(= wear away (down)) wear out A/ wear A out は「A (靴など)をすり減らせる/A(人)をくたくたに疲れさせる(= exhaust A)」という意味。,0,2.5,
725,222,"Do wolves still live in the wild in Japan? ""No. They died ( ) about a hundred years ago.""",of,over,on,out,4,「日本にはまだ野生のオオカミはいますか」「いいえ。およそ100年前に絶滅しました」,●die out 「(家系・種族などが)絶滅する」,0,2.5,
726,222,Jim and Mary set off to visit their relatives in Virginia while their daughters stayed home to study...,set up,set out,set in,showed up,2,ジムとメアリーはバージニア州の親戚を訪ねるために出発したが、娘たちは学校の勉強が遅れているので勉強するために家に残った。,●set off 「(旅行などに)出発する」(= set out),0,2.5,
727,222,Why don't you go on a picnic before the rainy season starts?,sets in,turns in,sets up,turns out,1,梅雨が始まる前にピクニックに行きませんか。,●set in「(季節・天候などが)始まる」,0,2.5,
728,222,Why don't you ( ) in and see me some time?,fit,drop,take,set,2,いつか私に会いに家に寄ってくださいよ。,●drop in 「(ぶらり) 立ち寄る/顔を出す」(= drop by/drop around) 立ち寄り先を明示する場合は drop in on A (人)や、drop in at A (場所)を用いる。,0,2.5,
729,222,The bomb went off.,explained,exercised,experimented,exploded,4,その爆弾は爆発した。,●go off 「(爆弾などが) 爆発する (=explode) / (警報・時計などが)鳴る」,0,2.5,
730,222,Mary fainted but regained consciousness after a while.,came at,came in,came on,came to,4,メアリーは気絶したが、しばらくして意識を取り戻した。,●come to 「(人が)意識を取り戻す」,0,2.5,
731,222,The big car pulled up at the traffic light.,hurried,stopped,turned,started,2,その大きな車は信号で止まった。,●pull up 「(車などが)止まる」(= stop),0,2.5,
732,222,His light brown hair makes him stand out from others in the group.,favorable,absent,available,distinct,4,その明るい茶色の髪のせいで、彼はその集まりの他の人たちの中でも目立つ。,●stand out 「目立つ」 stand out from [among] Aで「Aの間で目立つ」という意味になる。,0,2.5,
733,222,Bill's new book will be published at the end of this month.,look out,come out,force out,figure out,2,ビルの新しい本は今月末に出版されるだろう。,●come out 「(本・CDなどが)出版される」(=be published),0,2.5,
734,222,It really gets on my nerves that Robert shows up late for every class.,comes,expands,leaves,overflows,1,ロバートがどの授業にも遅れて現れるのには、本当にいらいらする。,●show up 「(人が)(場所に) 現れる/来る」 (= turn up / come),0,2.5,
735,222,I'm sure your ring will turn up soon.,be bought,submit,be found,sell,3,君の指輪はきっとすぐに出てくるよ。,●turn up 「(紛失物が) 見つかる/出てくる」,0,2.5,
736,222,Many diseases broke out after the war.,died,disappeared,appeared,changed,3,戦後、多くの病気が発生した。,●break out「(戦争・火事・病気などが)発生する/始まる」,0,2.5,
737,222,How did this accident come about?,appear,end,happen,descend,3,この事故はどうやって起きたのですか。,●come about 「(予想外のことが)起こる」 (= happen),0,2.5,
738,222,Please don't break in on our conversation.,injure,interpret,interrupt,start,3,私たちの会話に割り込まないでください。,●break in (on A) 「(A(会話など)の)邪魔をする/(Aに) 割り込む」(= interrupt (A)),0,2.5,
739,223,"In order for your business to succeed, you need to come up with a new strategy.",pick out,put away,think of,try on,3,あなたのビジネスが成功するためには、あなたは新しい戦略を考え出す必要がある。,●come up with A「A(考えなど)を思いつく」 (= think of A) 「A(考えなど)を提案する」(= propose A),0,2.5,
740,223,China will soon ( ) with Japan in the field of computer engineering.,overcome,surpass,go on ahead,catch up,4,中国は、コンピューター工学の分野でまもなく日本に追いつくだろう。,●catch up with A 「A(人・車・国など)に追いつく」,0,2.5,
